Budget,Platform,AudienceSize,Duration,EstimatedRevenue,Success
4859,Google,89704,20,10420.49,1
3591,LinkedIn,45789,43,4222.85,0
3811,Facebook,45069,29,4940.41,0
3788,Google,88402,17,12875.29,1
1479,Facebook,10524,9,1669.68,0
4343,Instagram,89074,34,9272.59,1
2145,Instagram,87762,5,6724.48,1
3148,Instagram,64103,9,8065.1,1
1488,Facebook,9103,18,1541.88,0
501,TikTok,59581,15,3266.42,1
2753,TikTok,84938,38,4893.52,1
4424,Instagram,55203,33,8783.13,1
4023,LinkedIn,16090,22,5775.23,0
367,Google,16915,19,1287.57,1
4321,Instagram,42477,29,7411.61,1
1825,Google,57987,34,4469.34,1
1212,Google,54238,6,1929.88,1
2775,Instagram,88047,44,6949.89,1
4884,TikTok,16029,31,6733.77,0
1380,LinkedIn,97367,19,5740.92,1
1332,Instagram,90067,36,5235.97,1
4476,Google,54520,24,5335.45,0
4638,Facebook,71053,18,12976.49,1
1963,Facebook,52464,31,5613.1,1
4584,Google,22961,7,6369.75,0
716,Instagram,27835,7,1853.87,1
246,TikTok,28725,17,1774.34,1
4716,Instagram,26357,29,5348.05,0
4825,LinkedIn,2244,22,11410.46,1
3777,Facebook,68952,5,7228.3,1
388,Google,49061,43,2282.41,1
1509,TikTok,7490,9,2045.35,0
113,Instagram,78219,6,1023.29,1
356,LinkedIn,6839,34,672.5,1
1821,Instagram,25992,21,4237.27,1
1523,LinkedIn,45938,33,4410.09,1
3090,Instagram,57249,8,8687.5,1
1295,TikTok,45735,13,2738.76,1
4659,TikTok,51734,25,9315.17,1
4465,Google,48080,16,7785.52,1
1344,TikTok,75460,16,5050.64,1
3323,LinkedIn,82457,8,5673.92,1
3570,Google,25260,32,7596.93,1
4267,TikTok,60607,13,11798.66,1
4069,Facebook,62852,44,12029.97,1
1406,LinkedIn,29380,36,2708.16,1
2221,Google,85347,17,5058.39,1
2502,LinkedIn,72257,38,6402.67,1
596,Google,42191,23,3421.79,1
3499,LinkedIn,5930,18,5136.8,0
3706,Facebook,5353,9,9014.49,1
1009,TikTok,8832,31,2908.81,1
472,Instagram,50554,32,2094.15,1
4557,Instagram,89487,30,11483.16,1
1444,Instagram,55017,14,4452.5,1
423,Google,58298,28,3167.1,1
2531,TikTok,52389,21,4564.88,1
4770,Google,74306,20,7536.22,1
4931,Google,26525,21,5570.34,0
2884,Google,83092,5,6634.47,1
2493,Google,81630,25,8206.42,1
4020,TikTok,74471,26,8630.78,1
1315,Instagram,69211,9,4470.19,1
1795,LinkedIn,32280,40,5246.17,1
2007,Google,12240,25,2437.31,0
4914,TikTok,66092,13,12169.34,1
880,Facebook,70541,31,5009.92,1
1119,LinkedIn,63851,16,3354.76,1
3365,Google,7544,22,6249.42,1
1503,Google,58981,39,4451.86,1
1526,LinkedIn,18332,19,2786.93,1
763,LinkedIn,27836,34,1943.93,1
2747,Google,15388,37,5181.77,1
110,TikTok,2694,40,243.83,1
1138,Facebook,87677,44,4568.71,1
2925,TikTok,89202,34,11443.77,1
3103,Instagram,50294,30,4910.58,1
4780,Instagram,39769,25,9817.24,1
1175,Instagram,40420,41,4449.05,1
3188,Google,38855,35,4857.69,1
1889,Facebook,2460,21,4136.26,1
3136,Facebook,48646,21,4742.49,1
4938,Google,42252,38,9687.9,1
3753,Google,10835,28,9759.88,1
3275,Google,11910,37,8291.19,1
4399,Facebook,83757,8,9346.58,1
1176,Google,92149,13,4015.4,1
1073,LinkedIn,97889,6,4099.97,1
1965,LinkedIn,9463,39,4905.74,1
3225,LinkedIn,14336,42,6460.99,1
1399,Google,27534,19,2157.07,1
3506,LinkedIn,3369,7,7417.99,1
1258,Google,26381,35,1805.45,0
3229,LinkedIn,86094,45,11022.68,1
204,Google,88905,27,4358.55,1
3667,TikTok,97490,16,9811.07,1
4448,Instagram,26407,12,6461.27,0
4490,TikTok,63552,25,9881.82,1
1281,Instagram,36939,25,3253.63,1
4744,Instagram,93303,36,9968.43,1
3238,LinkedIn,68576,21,10281.61,1
4494,Instagram,89652,41,11731.34,1
3634,Instagram,27170,28,4570.2,0
4296,TikTok,72908,12,9332.25,1
3227,Instagram,23369,22,6540.11,1
1874,Google,74098,15,5894.79,1
3914,Google,45544,14,6031.83,1
191,LinkedIn,6900,30,489.18,1
546,TikTok,41733,10,1785.51,1
208,Facebook,88236,21,4600.86,1
4512,TikTok,1589,27,10973.13,1
3339,Facebook,61044,41,8220.89,1
4153,Instagram,66311,32,9202.35,1
4637,Facebook,58926,20,11556.17,1
1345,Instagram,71599,16,6016.31,1
2820,TikTok,86553,25,7218.59,1
377,TikTok,84910,28,4554.88,1
3156,LinkedIn,89435,32,8084.57,1
4764,LinkedIn,50008,41,6395.63,0
3022,Instagram,67794,25,8115.67,1
2613,Instagram,80134,37,4989.05,1
938,Google,3866,6,1869.93,1
2901,Google,53890,41,7303.25,1
129,Google,42504,23,614.74,1
1357,TikTok,96668,32,4593.43,1
464,Facebook,54374,19,3461.87,1
1900,Instagram,30404,5,5131.34,1
1004,LinkedIn,66223,32,3490.0,1
4893,Instagram,1637,39,11447.11,1
2278,Facebook,91152,36,4898.18,1
2950,Instagram,16828,32,3081.72,0
2936,LinkedIn,54544,13,8163.88,1
4546,LinkedIn,92732,28,8473.47,1
279,Facebook,46097,8,1369.43,1
3973,LinkedIn,33022,45,8018.63,1
4060,TikTok,33202,7,10909.27,1
1286,LinkedIn,29704,26,2165.23,1
4059,Facebook,92411,44,6827.44,1
873,Facebook,24641,43,2908.64,1
4705,Instagram,38479,29,5416.79,0
4560,LinkedIn,79771,26,8083.01,1
452,LinkedIn,23027,38,1310.04,1
4607,Facebook,99463,24,7065.7,1
4930,Instagram,43912,40,7000.24,0
3128,Instagram,93558,41,8438.14,1
217,TikTok,72474,43,1895.57,1
581,TikTok,43692,31,3256.24,1
4387,Facebook,99884,36,6691.69,1
2737,Instagram,33209,33,4805.61,1
206,Instagram,58563,45,2828.14,1
4577,TikTok,57738,36,12664.24,1
4978,TikTok,38242,28,12414.23,1
343,Facebook,10941,7,1059.14,1
2732,Instagram,8073,31,4801.17,1
4663,Facebook,38827,13,7350.49,1
965,TikTok,47225,44,3487.89,1
3081,LinkedIn,38096,27,6056.85,1
1661,TikTok,51546,11,5129.21,1
703,Instagram,67457,21,2187.62,1
3162,Facebook,69309,41,8596.46,1
4118,Instagram,70998,11,6587.55,1
2115,TikTok,87496,34,6293.02,1
1758,TikTok,31268,17,4209.31,1
3480,Google,86354,22,8168.02,1
3867,TikTok,43078,35,3975.44,0
3870,Instagram,2865,26,9384.86,1
1713,Facebook,97242,18,3870.94,1
1979,Facebook,29887,22,5517.15,1
4208,Google,50876,39,8762.49,1
2446,Instagram,97047,21,7025.11,1
1199,TikTok,34479,23,3478.16,1
1174,LinkedIn,41478,35,4089.51,1
886,Facebook,27401,43,1859.9,1
248,Instagram,29502,40,1654.8,1
1854,Google,14394,19,2696.27,0
2269,LinkedIn,99694,33,8022.43,1
3856,Instagram,10262,44,8000.71,1
1279,TikTok,5487,20,2531.48,1
3409,Facebook,28341,37,5558.36,1
2523,TikTok,14570,29,4725.67,1
4277,Google,58268,20,9274.38,1
4687,Facebook,30605,34,8152.53,1
1024,LinkedIn,72602,38,4670.42,1
1703,Facebook,27723,6,3533.25,1
3152,TikTok,70108,44,6539.89,1
4318,Instagram,79206,42,14232.55,1
4903,Instagram,61098,22,8634.48,1
2477,Instagram,94375,9,7251.61,1
3580,Google,49707,44,6412.56,1
3282,Google,50028,10,5532.15,1
2917,Instagram,94937,16,8914.05,1
3260,LinkedIn,57921,16,9297.98,1
4905,TikTok,61760,16,12932.86,1
4989,LinkedIn,11249,13,12811.47,1
811,Instagram,68847,26,1440.67,1
2686,TikTok,98547,20,8231.96,1
2748,Google,44839,8,3157.62,0
1817,Facebook,40673,7,2947.37,1
4452,Facebook,4642,20,9510.39,1
970,TikTok,7338,18,1523.97,1
3674,LinkedIn,52761,45,10677.18,1
370,TikTok,10622,42,1010.6,1
1643,LinkedIn,49423,8,4073.91,1
649,LinkedIn,43873,6,1629.06,1
4763,Facebook,48565,14,8693.77,1
4114,Google,8806,15,5630.48,0
4554,Instagram,1757,43,4292.12,0
1812,Google,93246,30,5462.51,1
3340,Instagram,22470,41,8934.27,1
1462,Facebook,7220,30,2260.6,1
4993,Instagram,92851,8,8134.33,1
1384,LinkedIn,55754,30,2505.7,1
986,TikTok,94329,42,4479.04,1
2358,Instagram,80852,32,5505.52,1
4482,Google,23505,6,6597.72,0
1885,Facebook,29288,6,4896.07,1
4938,Facebook,75492,20,7174.32,0
3643,TikTok,20109,27,4115.76,0
395,LinkedIn,4497,27,1045.34,1
2153,LinkedIn,58326,17,7464.79,1
2697,Facebook,10864,25,3868.69,0
780,LinkedIn,98046,43,4234.0,1
4990,TikTok,94517,29,13374.56,1
4398,Facebook,88562,41,12500.82,1
424,LinkedIn,75310,17,3008.6,1
2391,Instagram,22017,19,4445.03,1
4522,Instagram,2821,32,8759.58,1
1086,LinkedIn,51337,7,3389.76,1
3218,Instagram,46485,27,8528.33,1
860,TikTok,84557,8,5274.26,1
3793,Google,57388,7,7591.2,1
1136,TikTok,11372,43,2678.02,1
1006,TikTok,94938,12,3986.12,1
464,LinkedIn,72333,29,2440.98,1
3513,TikTok,17283,45,3173.3,0
1169,LinkedIn,41857,16,3222.75,1
4469,Facebook,52772,9,12169.85,1
2355,LinkedIn,60670,37,4246.24,1
3786,LinkedIn,74133,29,6547.15,1
4319,Facebook,96856,29,13174.69,1
3181,Google,32261,39,7089.49,1
3358,Facebook,58154,19,7297.53,1
2207,LinkedIn,7107,30,5431.97,1
3033,Instagram,92296,14,5779.93,1
2929,LinkedIn,36561,28,8003.08,1
541,Facebook,77674,39,2312.94,1
1659,LinkedIn,36268,33,5779.88,1
1841,Facebook,32608,42,3869.82,1
725,TikTok,14138,9,2067.2,1
3963,Google,38693,28,8449.09,1
1790,Google,84000,23,4388.49,1
2881,Facebook,22248,13,4364.51,1
190,Google,19632,30,553.08,1
3106,Instagram,48547,29,7697.8,1
4402,Instagram,13100,39,10598.45,1
1188,Google,48930,40,4346.8,1
4711,Facebook,67861,18,13555.14,1
1280,Instagram,77905,10,5510.91,1
2001,Google,54025,36,3894.11,1
4590,LinkedIn,76876,30,7951.67,1
286,Instagram,79944,19,2306.17,1
1697,TikTok,51840,35,3475.25,1
3508,Instagram,20369,41,5663.92,1
3847,Google,19460,42,7665.3,1
2770,Google,92641,41,8561.81,1
4925,Google,97920,23,12550.3,1
339,Facebook,2461,18,519.75,1
2680,Facebook,43362,40,5059.73,1
4336,LinkedIn,99376,41,9348.71,1
238,LinkedIn,29610,15,1391.48,1
2606,Instagram,21995,31,3886.3,0
4265,Google,85716,6,10327.75,1
4580,LinkedIn,8717,26,5721.05,0
4825,Google,79867,6,10520.79,1
2345,Instagram,80472,24,6082.47,1
4400,Facebook,65022,21,8087.89,1
1849,LinkedIn,54668,8,4249.63,1
667,TikTok,52645,18,3134.88,1
5000,TikTok,30550,11,9237.59,1
981,TikTok,87151,19,4924.25,1
739,TikTok,4576,34,1006.77,0
4061,TikTok,41868,20,5046.34,0
4520,TikTok,99039,44,9072.45,1
4637,TikTok,47380,6,11649.71,1
4999,LinkedIn,6728,23,11932.71,1
2435,TikTok,33800,5,3366.1,0
4421,TikTok,11886,35,9672.47,1
3085,Instagram,80614,8,6469.43,1
659,LinkedIn,70909,31,4513.67,1
813,Instagram,48236,29,2921.88,1
4693,Google,46805,26,5330.94,0
4088,TikTok,33532,14,9373.31,1
356,Facebook,29688,37,1356.8,1
676,TikTok,12063,34,1994.68,1
137,TikTok,24089,34,714.64,1
2172,Instagram,56942,20,3166.6,0
4605,Google,52829,13,8424.79,1
560,Instagram,51553,21,2265.43,1
1540,LinkedIn,34585,39,3860.5,1
4578,Google,72739,19,11328.66,1
1932,Google,60004,32,3829.04,1
4764,Google,3438,24,4559.43,0
3499,Instagram,94095,37,8312.25,1
532,TikTok,24212,37,994.81,1
4251,TikTok,51362,40,7541.35,1
1851,TikTok,73177,17,6331.03,1
2147,TikTok,17983,8,2943.7,0
2940,TikTok,15026,27,6685.05,1
356,LinkedIn,51998,12,2541.48,1
771,Facebook,56744,17,2316.53,1
589,Google,58013,28,2691.7,1
3814,Facebook,52039,44,5973.46,1
2196,LinkedIn,50831,34,5366.95,1
1782,TikTok,86172,34,4294.83,1
4511,LinkedIn,35603,29,6044.48,0
2560,LinkedIn,78758,37,5851.29,1
4629,Facebook,68713,13,12472.99,1
4012,Google,99452,30,8228.29,1
2075,Instagram,14105,28,3763.85,1
3316,Instagram,68182,37,4929.04,0
1489,Google,53147,43,4544.18,1
4615,TikTok,76400,29,7441.29,1
3956,LinkedIn,47434,19,6722.46,1
1684,TikTok,27515,45,3772.54,1
3063,LinkedIn,90298,45,7600.5,1
4629,Instagram,59001,10,9474.39,1
1076,Google,59397,24,2584.47,1
3464,Facebook,62415,20,7261.05,1
145,Facebook,17960,25,873.48,1
1293,Google,94143,19,6126.41,1
3442,Instagram,82838,43,9241.44,1
4612,LinkedIn,46778,8,7124.99,1
346,Facebook,31941,28,1472.41,1
3319,Instagram,97857,7,9305.23,1
4425,Google,96849,5,11846.45,1
891,TikTok,41955,34,2125.05,1
736,Instagram,79565,17,2127.07,1
3875,Instagram,57908,22,4963.29,0
2521,TikTok,65067,44,4850.35,1
4933,Instagram,56696,15,8864.88,1
1188,Facebook,19429,33,3909.4,1
4283,Facebook,95048,8,12499.99,1
3259,Facebook,77676,29,7009.74,1
812,Instagram,15847,40,2310.0,1
4796,Instagram,48191,40,11185.55,1
3744,Instagram,35256,44,6279.3,1
3990,Google,29774,32,5770.16,0
2686,TikTok,10127,12,5257.29,1
4409,Instagram,29205,25,8403.74,1
2208,TikTok,82163,39,4290.35,1
4893,LinkedIn,59764,22,10136.51,1
3714,Facebook,39664,29,7974.19,1
1342,Google,57795,45,4605.61,1
2159,TikTok,33333,9,4368.2,1
3586,Facebook,37079,12,8862.41,1
4432,Google,85225,27,6914.17,1
3910,Facebook,25259,7,6193.63,1
4000,Instagram,27571,41,9288.43,1
2705,Instagram,52119,35,7514.55,1
4842,Facebook,9009,33,11580.11,1
3134,Google,62829,45,6560.71,1
4668,Facebook,39230,24,10076.83,1
4307,LinkedIn,57049,7,10318.98,1
4151,Google,37498,27,5614.01,0
3463,Google,29820,44,8582.16,1
4121,Facebook,41315,25,6733.67,1
1945,TikTok,96018,17,6098.45,1
482,Facebook,33795,12,1230.37,1
4212,TikTok,86411,9,11463.24,1
4688,Google,40191,29,13338.98,1
3910,Instagram,55453,43,5464.67,0
1996,Instagram,13453,41,4330.7,1
1609,Facebook,51325,45,5347.1,1
4312,TikTok,50490,9,8790.79,1
1678,Facebook,75796,12,5361.46,1
979,LinkedIn,50993,8,2195.73,1
2262,Facebook,46706,45,4273.6,1
1672,Facebook,43817,26,3029.48,1
1748,Facebook,65544,18,5984.14,1
4839,Facebook,92434,23,11598.55,1
1459,TikTok,56710,17,5057.34,1
4531,TikTok,51799,39,9857.62,1
3069,TikTok,61964,8,7654.7,1
4060,LinkedIn,54678,37,8952.77,1
3911,LinkedIn,72150,26,9389.78,1
4342,Facebook,98379,5,13435.79,1
4317,TikTok,61438,15,6407.92,0
180,LinkedIn,78223,20,2185.57,1
2832,Instagram,62926,8,6605.58,1
2809,Facebook,4801,33,2896.95,0
2522,Google,42048,43,3828.88,1
3741,TikTok,41144,42,6894.42,1
4699,Facebook,95478,28,6573.65,0
767,Facebook,11148,13,1889.59,1
2596,Google,83819,12,6429.54,1
3599,Instagram,20861,18,5342.63,0
3598,LinkedIn,62717,19,7373.97,1
1544,LinkedIn,23480,26,3762.46,1
1445,Google,19637,41,3135.15,1
1289,Google,45621,19,2963.23,1
558,LinkedIn,61304,10,3432.73,1
1312,Instagram,48431,5,3574.23,1
4659,Instagram,89921,24,9903.46,1
1011,Facebook,57172,45,3046.27,1
1125,Google,26437,40,2061.67,1
2511,Google,9149,6,5847.09,1
171,Google,15671,10,661.25,1
2785,LinkedIn,24119,6,6947.11,1
1293,LinkedIn,47117,7,3270.05,1
1948,LinkedIn,17279,11,4822.9,1
2484,Instagram,69835,24,6922.5,1
2122,LinkedIn,5803,45,1833.22,0
3841,Facebook,83897,45,5459.87,0
4848,LinkedIn,61805,9,6230.25,0
1398,Instagram,19201,29,1792.7,0
4202,Google,29634,42,8015.25,1
1004,Facebook,15760,22,2781.14,1
3126,Instagram,11826,5,7734.08,1
2128,TikTok,87821,29,4122.6,1
4811,Google,46775,21,11401.01,1
2720,LinkedIn,75676,19,8852.56,1
2746,Instagram,7798,9,4255.35,1
4965,TikTok,67103,21,11892.25,1
2389,Instagram,78160,25,5959.23,1
3972,LinkedIn,78751,27,11196.45,1
1585,Instagram,74502,14,3940.36,1
3251,TikTok,52410,21,5467.2,1
1540,Instagram,41888,5,4214.69,1
865,Facebook,50047,41,2129.44,1
4579,Facebook,96289,11,14050.24,1
2538,LinkedIn,46955,16,4524.88,1
4192,TikTok,2982,44,5779.25,0
4883,TikTok,34864,5,6683.03,0
1249,TikTok,80118,24,2377.3,1
3665,TikTok,86490,35,8474.67,1
4242,TikTok,40265,8,10921.55,1
2072,Google,47313,30,3347.77,1
2766,Instagram,45350,16,3817.19,0
563,TikTok,16378,26,1896.22,1
4318,Facebook,70815,5,7342.02,1
2281,Instagram,28924,5,3897.67,1
1742,LinkedIn,83593,7,5283.28,1
3988,LinkedIn,8312,16,5139.58,0
940,TikTok,31353,25,2739.97,1
2754,Google,87450,17,9295.61,1
4218,Google,17192,17,4412.25,0
665,Instagram,18450,45,2324.96,1
1064,Google,6432,22,1031.94,0
2382,LinkedIn,58225,37,7175.37,1
1095,TikTok,97548,10,5712.37,1
1287,Facebook,99991,29,5307.43,1
4411,LinkedIn,79711,27,5596.1,0
3354,LinkedIn,66604,28,9803.32,1
756,Instagram,11295,41,1636.31,1
3082,Google,7774,30,4299.22,0
1213,Facebook,13190,8,1170.84,0
4506,Facebook,32286,42,12095.35,1
656,Google,77325,39,4481.52,1
3119,TikTok,95450,15,5524.15,1
2404,Google,98480,40,9700.33,1
2680,TikTok,73427,29,5740.26,1
151,Facebook,88513,24,3949.17,1
1461,Instagram,65014,5,5338.74,1
1294,LinkedIn,96887,34,4927.19,1
4119,Facebook,76852,8,5360.75,0
3238,Facebook,56256,27,10158.19,1
1748,Facebook,99743,39,8514.26,1
771,LinkedIn,59630,26,3126.92,1
877,TikTok,92190,35,3653.4,1
2379,Instagram,63771,5,7312.52,1
3122,Instagram,52715,8,6787.61,1
1960,Instagram,8466,23,3287.75,1
3239,TikTok,18637,34,6908.13,1
1174,Google,69745,5,3424.46,1
1816,Google,37317,23,4958.11,1
1383,Instagram,50766,25,4087.88,1
4786,Facebook,4078,26,7017.52,0
2086,Facebook,28299,6,4481.52,1
2733,LinkedIn,4543,10,2783.45,0
1101,Google,95627,25,4613.73,1
1146,Facebook,52052,37,2055.64,1
2276,Instagram,95483,23,8109.03,1
2438,LinkedIn,23064,31,4181.87,1
1955,Google,73287,41,5202.49,1
600,LinkedIn,81442,33,3314.84,1
2333,Facebook,84632,32,6445.11,1
4674,Instagram,15425,38,6056.33,0
2639,Instagram,52481,5,5459.72,1
4708,Instagram,78347,29,12971.76,1
3814,Facebook,84114,25,11528.88,1
2432,TikTok,73317,38,3534.06,0
700,Instagram,87826,30,4950.54,1
4384,TikTok,51530,40,5823.48,0
1088,Instagram,82099,39,5072.0,1
1981,TikTok,26888,27,4119.47,1
4583,Google,28491,21,4650.38,0
1854,Google,33352,16,3395.4,1
2564,Instagram,22676,24,6471.64,1
2323,LinkedIn,66836,43,5542.84,1
4582,LinkedIn,38463,31,8732.78,1
1594,Facebook,49990,41,5105.85,1
952,Google,87544,24,4306.05,1
551,Google,64627,15,2628.91,1
2424,LinkedIn,21221,32,2520.31,0
1858,Instagram,95870,6,5226.3,1
4408,Facebook,86837,28,10626.4,1
3453,Google,73843,20,10255.88,1
4236,Facebook,52313,16,10837.53,1
4795,Google,30251,20,5997.86,0
3438,TikTok,47586,40,9198.98,1
2688,TikTok,75418,6,7695.9,1
1882,Facebook,54884,29,5296.02,1
3620,LinkedIn,53620,33,9653.21,1
1879,LinkedIn,11040,32,2085.65,0
3232,Google,72677,14,6819.15,1
3673,TikTok,46878,27,10057.33,1
3318,TikTok,6969,36,3509.92,0
3857,Facebook,14162,35,7258.4,1
4116,Facebook,66435,23,5961.0,0
2937,LinkedIn,75667,19,8491.3,1
2481,LinkedIn,6037,37,4688.73,1
4339,LinkedIn,61526,21,7583.75,1
4036,Instagram,88914,40,9723.59,1
4528,TikTok,15693,24,8193.88,1
1519,TikTok,93162,13,4914.86,1
4250,Facebook,60090,42,7667.22,1
1430,TikTok,3451,7,1674.18,0
3017,Facebook,66560,6,7314.57,1
1546,Instagram,6962,22,1643.36,0
1540,LinkedIn,97951,27,6071.67,1
3844,Instagram,90552,23,7609.55,1
2944,LinkedIn,17444,11,6441.82,1
4275,LinkedIn,41443,39,7009.11,1
964,Facebook,17506,24,2656.58,1
571,LinkedIn,39384,24,2196.99,1
1602,Instagram,98229,23,7441.15,1
4784,Google,25248,45,9999.14,1
1510,Facebook,47162,20,3684.94,1
3870,LinkedIn,43690,42,7674.79,1
2005,LinkedIn,70625,25,3701.74,1
4759,TikTok,69008,33,11943.74,1
4101,Facebook,61309,42,10093.2,1
3604,Facebook,44237,28,6185.24,1
3583,Instagram,36732,41,6219.69,1
4662,Google,9104,33,8123.61,1
698,Instagram,84230,35,3974.66,1
1091,Instagram,91266,43,6566.79,1
2032,Instagram,35980,16,4990.2,1
2884,Google,75990,34,4819.67,1
3141,Instagram,40560,8,3722.41,0
166,Facebook,10554,34,390.48,1
3498,Google,92049,9,7934.59,1
2850,LinkedIn,46987,20,5043.98,1
569,TikTok,31985,31,1999.66,1
1824,TikTok,91298,8,5228.18,1
4085,Facebook,49167,12,6382.95,1
1731,TikTok,41428,12,3124.25,1
874,TikTok,68238,21,3216.67,1
3112,TikTok,63723,7,8294.15,1
2603,LinkedIn,18038,31,4155.64,1
1586,TikTok,23219,38,2708.73,1
4119,Instagram,5271,25,10014.87,1
4327,Facebook,28397,28,6453.74,0
1029,Facebook,75491,45,5853.72,1
3112,Facebook,30602,33,6076.48,1
1605,LinkedIn,55471,43,5684.75,1
4829,LinkedIn,63150,10,10620.42,1
3044,TikTok,45227,18,8331.66,1
2919,Instagram,98081,18,7546.67,1
1284,TikTok,24116,41,2232.69,1
388,Facebook,7674,28,871.37,1
1911,Instagram,18469,17,2314.2,0
627,Facebook,6446,5,1644.66,1
1016,Instagram,21760,16,1868.61,1
1808,Google,2963,28,1536.39,0
3674,LinkedIn,77002,41,7840.81,1
3419,LinkedIn,28262,24,7075.53,1
1506,Facebook,6177,10,1911.97,0
1341,Facebook,12160,16,2711.93,1
3233,Google,8543,25,7731.22,1
898,TikTok,83162,7,5579.21,1
1623,Instagram,40278,31,3753.09,1
4207,Google,30607,40,5287.76,0
2988,Google,86835,21,5000.85,1
2790,Facebook,18221,19,4745.27,1
4191,Facebook,4323,43,6747.42,1
1341,TikTok,53105,8,2852.54,1
790,TikTok,77151,21,4637.07,1
627,Facebook,67968,42,2100.45,1
1595,LinkedIn,24238,15,4288.63,1
3925,TikTok,64830,16,7501.43,1
2993,Google,74967,36,9474.01,1
992,Facebook,9330,31,1536.63,1
486,Instagram,45153,31,2769.56,1
1349,Instagram,9611,44,1957.07,0
2628,LinkedIn,14872,33,5316.28,1
4603,Facebook,50455,13,9841.9,1
3628,Google,35930,7,6745.58,1
997,LinkedIn,73022,43,2704.03,1
810,Google,63714,33,2935.35,1
3795,Instagram,89794,25,11389.48,1
2786,Google,49716,39,4367.33,1
4612,Instagram,67704,14,11613.34,1
515,TikTok,1415,27,1029.98,1
1571,Instagram,77441,43,3249.53,1
4280,Instagram,71779,29,12710.45,1
4362,LinkedIn,83069,28,7286.29,1
2531,LinkedIn,93556,24,7243.02,1
2615,Facebook,89444,19,7133.57,1
1195,Facebook,72435,25,3323.09,1
909,Instagram,10888,16,2451.31,1
3144,TikTok,46299,22,7513.55,1
1092,Facebook,59765,27,3866.26,1
1381,Instagram,63714,45,5311.33,1
4470,LinkedIn,16935,33,7941.17,1
1873,Facebook,74002,45,3979.27,1
3661,Facebook,81631,40,5922.36,1
3916,Instagram,77729,9,9409.26,1
1856,Instagram,2320,43,1955.24,0
2473,Google,47032,30,5736.53,1
2676,Google,78763,43,7360.46,1
991,TikTok,18907,15,2502.38,1
4284,Facebook,39002,15,9550.5,1
807,Google,45838,22,3707.34,1
2497,Instagram,39912,16,7054.49,1
4582,Facebook,1552,20,7854.13,1
2234,Google,21140,31,4393.75,1
2454,TikTok,86591,40,4289.03,1
4635,TikTok,49737,21,9473.62,1
1076,TikTok,34367,25,2894.5,1
834,TikTok,81634,41,4398.95,1
2568,Instagram,25061,35,6166.37,1
2640,TikTok,97590,39,4755.39,1
732,LinkedIn,81336,31,4167.56,1
4368,TikTok,43124,27,10881.73,1
4199,Google,46638,36,10971.01,1
3001,Facebook,92115,21,7691.2,1
1763,Google,2982,15,1974.39,0
2115,Facebook,36765,5,6164.57,1
3281,Instagram,83606,32,9986.63,1
4163,Facebook,97422,22,10852.34,1
2730,LinkedIn,55681,45,8476.7,1
3972,TikTok,64232,24,5546.11,0
1154,Google,63349,11,2860.25,1
480,Facebook,64474,41,2738.69,1
3182,Google,30513,20,8271.46,1
2491,TikTok,23592,43,2623.0,0
1692,Instagram,24618,27,2357.05,0
4361,TikTok,52632,36,6918.51,1
2847,Instagram,16409,21,6791.66,1
2489,Google,10529,23,4818.7,1
3653,Instagram,25154,38,6142.19,1
3127,Instagram,33882,18,3762.91,0
1307,Instagram,45917,7,3061.19,1
3953,Instagram,83488,43,10319.64,1
644,Instagram,16701,29,1210.06,1
3181,Facebook,76281,15,6309.58,1
3763,Instagram,90871,19,9448.58,1
2339,Instagram,69225,23,6543.91,1
2467,TikTok,53492,19,4188.17,1
3873,TikTok,3988,19,6099.29,1
2727,TikTok,36919,42,4428.44,1
4031,Instagram,49426,19,7968.83,1
2574,TikTok,53167,13,7220.42,1
3230,Facebook,10013,9,5663.74,1
3607,Google,40113,23,8946.1,1
196,TikTok,4574,28,558.65,1
3958,TikTok,99016,33,7705.25,1
2808,Facebook,8838,9,6097.75,1
3436,LinkedIn,94899,26,9728.54,1
556,LinkedIn,32368,17,1954.68,1
4468,Facebook,33228,33,11928.82,1
3087,TikTok,50711,20,8925.59,1
4188,Google,47097,40,11371.05,1
3984,TikTok,56773,21,9660.6,1
1131,Facebook,29639,24,2217.3,1
307,Facebook,15823,18,1474.02,1
2037,Instagram,24510,10,3356.75,1
1246,Facebook,39333,26,4400.07,1
4399,Instagram,5435,44,10456.46,1
2664,Facebook,39418,13,6614.24,1
542,Instagram,58955,36,2090.84,1
4884,Instagram,60507,28,12995.98,1
932,TikTok,52033,37,3703.75,1
1561,Instagram,87089,17,5661.08,1
3616,LinkedIn,73972,39,10535.34,1
1259,Facebook,48219,10,3905.49,1
486,Google,35477,44,1909.51,1
2141,Facebook,90780,34,5624.93,1
2653,TikTok,43721,42,3830.3,0
1818,TikTok,68228,20,6312.05,1
4875,Instagram,16523,5,8653.81,1
4150,TikTok,33326,22,7865.29,1
3509,TikTok,43205,26,6053.11,1
789,Facebook,1125,30,705.68,0
1269,LinkedIn,67735,18,3619.18,1
1052,LinkedIn,17375,41,2513.83,1
4979,Instagram,3711,18,8313.52,1
4690,TikTok,33437,30,10759.28,1
3596,TikTok,29022,40,7112.77,1
4017,LinkedIn,10182,27,9306.11,1
4942,Instagram,94177,6,8522.06,1
2584,TikTok,96066,43,4598.95,1
1954,Instagram,89148,11,6731.56,1
